draw_date,num1,num2,num3,num4,num5,num6,game_cd,RESULT
2018-04-03 00:00:00.0,14,46,17,5,6,26,5,144617050626
2018-04-06 00:00:00.0,18,48,36,7,20,16,5,184836072016
2018-04-08 00:00:00.0,14,25,35,31,48,8,5,142535314808
2018-04-10 00:00:00.0,31,15,30,13,53,4,5,311530135304
2018-04-13 00:00:00.0,47,20,8,15,34,50,5,472008153450
2018-04-15 00:00:00.0,24,37,15,53,5,49,5,243715530549
2018-04-17 00:00:00.0,15,18,27,40,37,42,5,151827403742
2018-04-20 00:00:00.0,53,4,45,30,12,29,5,530445301229
2018-04-22 00:00:00.0,24,18,37,11,2,51,5,241837110251
2018-04-24 00:00:00.0,4,54,51,55,30,6,5,045451553006
2018-04-27 00:00:00.0,11,3,30,37,38,41,5,110330373841
2018-04-29 00:00:00.0,58,15,37,46,1,44,5,581537460144
2018-05-01 00:00:00.0,48,28,51,15,39,42,5,482851153942
2018-05-04 00:00:00.0,11,15,56,38,53,45,5,111556385345
2018-05-06 00:00:00.0,7,34,51,6,10,21,5,073451061021
2018-05-08 00:00:00.0,19,27,7,46,18,53,5,192707461853
2018-05-11 00:00:00.0,51,31,22,19,2,32,5,513122190232
2018-05-13 00:00:00.0,46,11,21,24,19,57,5,461121241957
2018-05-15 00:00:00.0,32,15,23,10,18,22,5,321523101822
2018-05-18 00:00:00.0,25,26,36,3,33,56,5,252636033356
2018-05-20 00:00:00.0,9,23,7,37,32,40,5,092307373240
2018-05-22 00:00:00.0,32,57,1,49,9,19,5,325701490919
2018-05-25 00:00:00.0,34,14,19,22,10,43,5,341419221043
2018-05-27 00:00:00.0,34,45,14,40,1,13,5,344514400113
2018-05-29 00:00:00.0,25,49,10,37,26,6,5,254910372606
2018-06-01 00:00:00.0,26,8,43,22,27,12,5,260843222712
2018-06-03 00:00:00.0,1,53,27,11,43,18,5,015327114318
2018-06-05 00:00:00.0,44,35,39,34,3,50,5,443539340350
2018-06-08 00:00:00.0,49,31,39,5,41,43,5,493139054143
